word	emo_score	emotion
찌르듯이	-1	nega
찌푸리는	-1	nega
찌푸리는 모양	-1	nega
찐따	-1	nega
찔찔대다	-1	nega
찝쩍대다	-2	nega
찝찝하다	-2	nega
찡그리다	-1	nega
찡찡대다	-1	nega
찡찡이	-1	nega
찡찡한	-1	nega
찡찡한 사람을	-1	nega
찢어져	-1	nega
찢어져 어지럽게	-1	nega
찢어진	-1	nega
찢어진 곳을	-1	nega
ㅊㅋ	1	posi
차가운 듯하다	-1	nega
차가움을	-1	nega
차가움을 느낄	-1	nega
차거나 싫은	-1	nega
차도남	1	posi
차도녀	1	posi
차리지 못하고	-1	nega
차마	-1	nega
차별 없이	1	posi
차분하지 못하고	-1	nega
차분하지 못하여	-1	nega
차분하지 않은	-1	nega
차지 아니하여	-1	nega
차지 아니하여서	-1	nega
차지 않아	-1	nega
착실하다	2	posi
착실하지 못하게	-2	nega
착실하지 못하고	-2	nega
착실하지 못하다	-2	nega
착실하지 못하며	-2	nega
착실하지 못하여	-2	nega
착실하지 않아	-2	nega
착실한	2	posi
착실한 맛	1	posi
착잡하거나	-2	nega
착잡하거나 언짢은	-2	nega
착착 달라붙을	1	posi
착취하여	-1	nega
착하고	2	posi
착하고 평등한	1	posi
착하고 훌륭한	2	posi
착하다	2	posi
착하여	2	posi
착하여 도덕적	2	posi
착하지 못함을	-2	nega
착하지 않음을	-1	nega
착한	2	posi
착한 마음을	2	posi
착한 벗이	2	posi
착한 사람을	2	posi
착한 체함을	-1	nega
착한 행실을	2	posi
착함을 좋아하는	2	posi
찬 기운과	-1	nega
찬 느낌이	-1	nega
찬 태도로	-1	nega
찬란하거나	2	posi
찬란하거나 화려하다	2	posi
찬란하거나 화려함	2	posi
찬란하다	2	posi
찬미하는	2	posi
찬미하는 노래	2	posi
찬미한	2	posi
찬미한 글	2	posi
찬사	1	posi
찬양	2	posi
찬양하는	2	posi
찬양하는 뜻으로	2	posi
찬양하다	2	posi
찬양함	2	posi
찬찬하고	1	posi
찬찬하다	1	posi
찬찬하며	1	posi
찬찬하며 실하게	1	posi
찬찬하지 못하거나	-1	nega
찬찬하지 못하고	-1	nega
찬찬한	1	posi
찬찬한 모양	1	posi
찬칭하다	2	posi
찬탄하고	2	posi
찬탄하는	2	posi
찬탄하는 노래	2	posi
찬탄하는 의미로	2	posi
찬탄하여	2	posi
찬탄한	2	posi
찬탄한 글	2	posi
찬한 사람의	2	posi
참거나	-1	nega
참견하는	-1	nega
참견하는 모양	-1	nega
참견하는 짓을	-1	nega
참견하다	-1	nega
참견하여	-1	nega
참견하여 나서다	-1	nega
참고 견디다	1	posi
참기 어려울	-1	nega
참다못한	-1	nega
참다못해	-1	nega
참다운	2	posi
참다운 경지	2	posi
참다운 지혜로	2	posi
참담하다	-1	nega
참담한	-2	nega
참담한 형편이나	-2	nega
참답게	2	posi
참되고	2	posi
참되고 성실한	2	posi
참되고 순결한	2	posi
참되고 올바르다	2	posi
참되고 지극할	2	posi
참되고 착실하다	2	posi
참된	2	posi
참된 가르침	2	posi
참된 도리	2	posi
참된 뜻에	2	posi
참된 마음	2	posi
참된 모습을	2	posi
참된 인간	2	posi
참된 증거	2	posi
참된 지혜로부터	2	posi
참신하다	1	posi
참신한	2	posi
참실하다	2	posi
참으로	1	posi
참으로 진짜	1	posi
참을 수 없다	-1	nega
참을 수가 없어서	-1	nega
참을성이 없어	-1	nega
참지 못하고	-1	nega
참형에	-2	nega
참형에 처한	-2	nega
참혹하게	-2	nega
참혹하기	-2	nega
참혹하기 짝이 없고	-2	nega
참혹하다	-2	nega
참혹하여	-2	nega
참혹한	-2	nega
참혹한 모습이나	-2	nega
참혹함을	-2	nega
참혹함을 느끼어	-2	nega
참회의 공덕으로	1	posi
창녀	-2	nega
창렬	-1	nega
창렬스러운	-1	nega
창렬이네	-1	nega
창백한	-1	nega
창백한 얼굴을	-1	nega
창의적	1	posi
창의적이다	2	posi
창의적인	1	posi
창조성이 없이	-1	nega
창조적인	1	posi
창피	-2	nega
창피스럽다	-2	nega
창피스레	-2	nega
창피하게	-2	nega
창피하게 생각하여	-2	nega
창피하다	-2	nega
창피하여	-2	nega
창피한	-2	nega
창피한 느낌	-2	nega
창황하다	-2	nega
채신없이	-2	nega
채신없이 거볍게	-1	nega
채신없이 행동하는	-2	nega
채신없이 행동하다	-2	nega
책망	-2	nega
책망하거나	-2	nega
책망하다	-2	nega
책망함	-2	nega
책임 죄를	-1	nega
책임감	1	posi
책임감 있는	2	posi
책임감있는	1	posi
책임을 회피하려고	-1	nega
책임지고	1	posi
처량하고	-2	nega
처량하고 슬프게	-2	nega
처량하고 슬프다	-2	nega
처량히	-2	nega
처리를 못하고	-2	nega
처리하기 어려움	-2	nega
처리하기 어려워서	-2	nega
처리하기 어렵다	-2	nega
처리하는 재주	1	posi
처리하지 못하고	-2	nega
처리하지 않고	-1	nega
처벌을	-2	nega
처벌하여	-2	nega
처연하다	-2	nega
처지가 나빠지다	-2	nega
처지가 안되고	-2	nega
처지는	-1	nega
처지는 모양	-1	nega
처참하게	-2	nega
처참하다	-2	nega
처참히	-1	nega
천박	-2	nega
천박하게	-2	nega
천박하게 까무스름하다	-2	nega
천박하고	-2	nega
천박하고 못된	-2	nega
천박하다	-1	nega
천박한	-1	nega
천사	1	posi
천식	-1	nega
천식 따위로	-1	nega
천진하게	1	posi
천진하게 웃는	1	posi
천천히 부자연스럽게	-1	nega
천하고	-1	nega
천하다	-1	nega
천하의 폭군을	-1	nega
천한	-1	nega
천한 사람	-1	nega
천한 사람을	-1	nega
천한 사람이나	-2	nega
천한 일을	-1	nega
철없는	-1	nega
철없는 아이가	-1	nega
철저하고	1	posi
철저하고 바르다	1	posi
철저하다	1	posi
철저하지 못하게	-2	nega
철저하지 못하다	-2	nega
철컹철컹	-1	nega
청결하다	2	posi
청결한	2	posi
청정하며	1	posi
체면이 깍이는	-2	nega
체면이 깎이는	-2	nega
체면이 깎일	-2	nega
체하며 시치미를	-1	nega
체하여	-1	nega
체한 채로	-1	nega
쳐들어가거나	-1	nega
쳐들어오다	-1	nega
쳐들어옴	-1	nega
쳐부수는	-1	nega
쳐부수는 일	-1	nega
초라하고	-2	nega
초라하고 가엾게	-2	nega
초라하다	-2	nega
초라한	-2	nega
초라한 데가	-2	nega
초라한 집을	-2	nega
초상이	-2	nega
초상이 나다	-2	nega
초월	1	posi
초월한	1	posi
초조	-1	nega
초조하고	-1	nega
초조하고 불안하다	-1	nega
초조하고 불안하여	-1	nega
초조하고 안타깝다	-1	nega
초조하다	-1	nega
초조한	-1	nega
초조한 모양	-1	nega
초조해지고	-1	nega
촌스러운	-1	nega
촌스럽고	-1	nega
촌스럽다	-1	nega
촐랑거리며	-1	nega
촐싹대다	-1	nega
총명하고	2	posi
최고	2	posi
최고 품질	2	posi
최고급	2	posi
최고의	2	posi
최고의 경지에	2	posi
최고의 아름다움	2	posi
최상	1	posi
최상급	2	posi
최상의	2	posi
최상의 것	2	posi
최악	-2	nega
최악의	-2	nega
최저가	1	posi
최적의	1	posi
최적화	1	posi
최적화하다	1	posi
최절	-1	nega
최좌	-2	nega
추궁을	-1	nega
추근대다	-2	nega
추악해지다	-2	nega
추운	-1	nega
추운 듯하다	-1	nega
추워서	-1	nega
추워서 갑자기	-1	nega
추위	-1	nega
추잡하다	-2	nega
추잡한	-2	nega
추잡한 데가	-2	nega
추저분하게	-2	nega
추저분하다	-2	nega
추저분한	-2	nega
추진하다	1	posi
추천하다	1	posi
추하고	-2	nega
추하다	-2	nega
축 늘어져	-1	nega
축 처지거나	-1	nega
축냄	-1	nega
축복	2	posi
축복받다	1	posi
축복하다	2	posi
축하	2	posi
축하하거나	2	posi
축하하거나 기리는	2	posi
축하하거나 찬양하는	2	posi
축하하다	1	posi
축하함	2	posi
출려	2	posi
출세시켜	2	posi
출세시켜 준	2	posi
출세하여	2	posi
출혈	-1	nega
출혈 때에	-1	nega
출혈이 심하여	-1	nega
출혈하기 쉬운	-1	nega
춤을	1	posi
춤을 추다	1	posi
춥거나	-1	nega
춥거나 무섭거나	-1	nega
춥지 아니하고	1	posi
충격	-1	nega
충격 따위가	-1	nega
충격으로	-1	nega
충격을	-1	nega
충격을 받아	-1	nega
충격을 받아서	-1	nega
충격을 받았을	-1	nega
충격이 커서	-1	nega
충공깽	-1	nega
충동적	-1	nega
충분하게	1	posi
충분하고	1	posi
충분하고 넉넉하게	1	posi
충분하다	1	posi
충분하지 못하다	-2	nega
충분하지 아니하다	-2	nega
충분한 만족	1	posi
충분한 만족과	1	posi
충분해서	1	posi
충분히	1	posi
충분히 마련되다	1	posi
충분히 만족스럽다	1	posi
충분히 익히다	1	posi
충성	1	posi
충성스러운	2	posi
충성을	1	posi
충성을 겸손하게	1	posi
충성이라는	1	posi
충성이라는 뜻으로	1	posi
충성하다	1	posi
충실하지 않고	-2	nega
충족되어	2	posi
충치가	-1	nega
충치가 되는	-1	nega
취약하다	-2	nega
취약한	-2	nega
취존	1	posi
취직하다	2	posi
취향을 저격하다	1	posi
측은	1	posi
측은스럽다	-2	nega
측은지심	-2	nega
측은하다	-2	nega
치료가 잘못되었을	-1	nega
치료하는	1	posi
치료하다	1	posi
치매가	-1	nega
치미는 모양	-1	nega
치밀어	-1	nega
치밀어 오르는	-1	nega
치밀어 오르다	-1	nega
치밀하지 못하여	-2	nega
치사하고	-2	nega
치사하고 더러워	-2	nega
치사하여	-2	nega
치욕	-2	nega
치욕스럽다	-2	nega
치우치게	-1	nega
치우치게 사랑함	-1	nega
치우침이 없음	1	posi
치우침이 없이	1	posi
치우침지 아니하다	1	posi
치적이 좋지 못한	-1	nega
치통	-1	nega
칙칙하다	-1	nega
칙칙한	-1	nega
칙칙함	-1	nega
친구	1	posi
친근하고	2	posi
친근하고 존경스럽거나	2	posi
친근하다	2	posi
친밀하게	2	posi
친밀하게 여기거나	2	posi
친밀하게 지내는	2	posi
친밀하게 하다	2	posi
친밀하다	1	posi
친밀한	2	posi
친밀한 관계를	1	posi
친밀한 사이를	2	posi
친밀함	2	posi
친밀히	2	posi
친밀히 사랑하다	2	posi
친밀히 사랑함	2	posi
친숙해지다	1	posi
친애	2	posi
친애롭다	2	posi
친애하다	2	posi
친절	2	posi
친절하게	2	posi
친절하다	2	posi
친절한	2	posi
친절한 마음씨	2	posi
친하게	2	posi
친하게 지내는	2	posi
친하게 지내다	2	posi
친하다	2	posi
친하지 아니하여	-1	nega
친한	2	posi
친한 사람	2	posi
친한 체하면서	-1	nega
친화적인	2	posi
칠칠하지 못하다	-1	nega
칠칠한	2	posi
침울하고	-2	nega
침울하고 무겁다	-2	nega
침을 뱉듯이	-1	nega
침을 뱉어	-1	nega
침착하지 못하거나	-1	nega
침착하지 못하게	-1	nega
침착하지 못하고	-1	nega
침착하지 못하여	-1	nega
침체되다	-1	nega
침침하다	-1	nega
침침한	-1	nega
침침한 모양	-1	nega
침침해지다	-1	nega
침해당거나	-1	nega
침해당한	-1	nega
침해당한 사람이	-1	nega
침해당할	-1	nega
침해당할 염려가	-1	nega
침해한	-1	nega
칭미하다	1	posi
칭송하는	2	posi
칭송하는 말	2	posi
칭송할	2	posi
칭송할 때	2	posi
칭송함	2	posi
칭양하다	2	posi
칭예하다	2	posi
칭찬	2	posi
칭찬받다	2	posi
칭찬을	2	posi
칭찬을 받을	2	posi
칭찬하고	2	posi
칭찬하는	1	posi
칭찬하는 말	1	posi
칭찬하다	2	posi
칭찬하여	2	posi
칭찬하여 말하다	2	posi
칭찬하여 말함	1	posi
칭찬할 만한	2	posi
칭찬함	2	posi
칭찬해	1	posi
칭찬해 줄	1	posi
ㅋㄷ	1	posi
칼빵	-2	nega
캄캄한	-1	nega
캄캄한 방에서	-1	nega
캐리	1	posi
캣맘	1	posi
컴컴하다	-1	nega
컹스	-1	nega
케미	1	posi
코를 골다	-1	nega
코에 종기가	-1	nega
코와이네	-1	nega
콜록콜록하는	-1	nega
쾌감	1	posi
쾌조	1	posi
쾌활하게	1	posi
쾌활하게 웃다	1	posi
쾌활하다	2	posi
쾌활한	2	posi
쿨룩대다	-1	nega
쿨룽대다	-1	nega
크거나 무겁거나	-1	nega
크게 감동이	2	posi
크게 감동하는	2	posi
크게 감동하다	2	posi
크게 감동함	2	posi
크게 감탄할	2	posi
크게 노함	-2	nega
크게 실망하다	-2	nega
크게 실망함	-2	nega
크게 우는	-2	nega
크게 움츠러드는	-1	nega
크게 웃는	2	posi
크게 위태로움을	-2	nega
크게 칭찬하여	2	posi
크게 칭찬함	2	posi
크고 너그럽다	2	posi
크고 아름답다	2	posi
크고 웅장한	1	posi
크고 튼튼하여	1	posi
크고 힘차게	1	posi
크고 힘차다	1	posi
크다	1	posi
큰 결함	-2	nega
큰 공덕이	2	posi
큰 덕	2	posi
큰 불행을	-2	nega
큰 성과가	2	posi
큰 수익을	2	posi
큰 재주	2	posi
큰 칭찬	2	posi
큰 타격을	-2	nega
클라스	1	posi
키가 커서	1	posi
킹왕짱	2	posi
타격을	-2	nega
타격을 받아	-2	nega
타격을 입어	-2	nega
타당하다	1	posi
타당한	1	posi
타들어	-1	nega
타들어 가는	-1	nega
타륵	1	posi
타분하다	-2	nega
타협점을 찾아	1	posi
탁 트여	1	posi
탁 트이고	1	posi
탁 트이다	1	posi
탁월하다	2	posi
탁월한	1	posi
탁하다	-2	nega
탄력 있게	1	posi
탄력 있고	1	posi
탄력이	1	posi
탄력이 있게	1	posi
탄력이 있는	1	posi
탄력이 있다	1	posi
탄력이 있으며	1	posi
탄복하다	2	posi
탄복할	2	posi
탄복할 만하다	2	posi
탄복함	2	posi
탄식	-2	nega
탄식 따위를	-2	nega
탄식하다	-2	nega
탄식하여	-2	nega
탄식할	-2	nega
탄식할 만하게	-2	nega
탄식할 만한	-2	nega
탄식함	-2	nega
탄탄하다	1	posi
탈	-1	nega
탈 따위가	-1	nega
탈 없이	1	posi
탈영	-1	nega
탈음증	-1	nega
탈이	-1	nega
탈이 나서	-1	nega
탈이 생겨서	-1	nega
탈이 생기다	-1	nega
탈이 없이	1	posi
탈진	-1	nega
탈진하다	-1	nega
탐관오리가	-1	nega
탐내거나	-1	nega
탐내는 마음으로	-1	nega
탐내어	-1	nega
탐내어 가지려고	-1	nega
탐묵	-1	nega
탐묵하다	-1	nega
탐스러운	2	posi
탐스러운 데가	2	posi
탐스러운 모양	2	posi
탐스러울	2	posi
탐스러울 정도로	2	posi
탐스럽게	2	posi
탐스럽게 웃다	2	posi
탐스럽게 쥐거나	2	posi
탐스럽게 피어나는	2	posi
탐스럽고 귀엽게	2	posi
탐스럽고 복스러운	2	posi
탐스럽다	2	posi
탐욕스러운	-2	nega
탐욕스러운 사람을	-2	nega
탐욕스러워진다는	-1	nega
탐욕이	-2	nega
탐욕이 많아서	-2	nega
탐탁지 아니하게	-2	nega
탐탁하지 아니하고	-2	nega
탐하는	-1	nega
탐하는 마음	-1	nega
탐하는 마음을	-1	nega
탐하는 일	-1	nega
탐하는 짓	-1	nega
탐하다	-1	nega
탐하여	-1	nega
탓하거나	-1	nega
탓하거나 불평을	-2	nega
탓하다	-1	nega
탕진잼	-1	nega
탕평	1	posi
탕평하다	1	posi
태도가 거만하고	-1	nega
태도가 괴상하고	-1	nega
태도가 떳떳하다	1	posi
태도가 부드럽고	1	posi
태도가 상냥하고	1	posi
태도가 의젓하고	1	posi
태도나 버릇	-1	nega
태도를 본받아	1	posi
태업	-1	nega
태우다	-1	nega
태우며 조급하게	-1	nega
태움	-1	nega
태평하게	1	posi
태평하게 사는	1	posi
태평한	1	posi
태평한 세상	1	posi
터무니없거나	-2	nega
터무니없거나 어처구니없다고	-2	nega
터무니없는	-2	nega
터무니없는 고집을	-2	nega
터무니없이	-2	nega
터무니없이 없어지거나	-1	nega
텁텁하게	-1	nega
텁텁하다	-1	nega
텁텁하여	-1	nega
텁텁한	-1	nega
텁텁한 모양	-1	nega
토끼다	-1	nega
토달거리는	-1	nega
토달거리는 모양	-1	nega
토달거리다	-1	nega
토라져	-1	nega
토라져 있다	-1	nega
토라져서	-1	nega
토라지는	-1	nega
토라지는 사람을	-1	nega
토라지다	-1	nega
토역질하다	-1	nega
토하고	-1	nega
토하고 싶은	-1	nega
토하는	-1	nega
토하는 증상	-1	nega
토하는 증세	-1	nega
토하다	-1	nega
토하려고	-1	nega
토하려고 하다	-1	nega
토할	-1	nega
토할 것	-1	nega
토할 듯한	-1	nega
토할 때	-1	nega
톨톨대다	-2	nega
통과되다	1	posi
통달하고	1	posi
통달하는	1	posi
통달하는 일	1	posi
통달하여	1	posi
통달한	1	posi
통원하다	-1	nega
통증	-1	nega
통증을	-1	nega
통증을 느끼는	-1	nega
통쾌	2	posi
통쾌감	1	posi
통쾌하다	2	posi
통탄하다	-2	nega
통하다	1	posi
통하지 못하게	-1	nega
통하지 못하여	-1	nega
통하지 못한	-1	nega
통하지 아니하다	-1	nega
통하지 않고	-1	nega
투덜거리는	-1	nega
투덜거리는 모양	-1	nega
투덜거리다	-1	nega
투덜대는	-1	nega
투덜대는 모양	-1	nega
투덜대다	-1	nega
투박하다	-1	nega
투박한	-1	nega
투박한 모양	-1	nega
퉁명스러운	-2	nega
퉁명스러운 데가	-2	nega
퉁퉁하게	-1	nega
퉁퉁하게 살이	-1	nega
퉁퉁하다	-1	nega
트렌디하다	1	posi
트롤	-1	nega
트인 맛이	1	posi
트집 잡다	-1	nega
트집을	-1	nega
트집을 잡다	-1	nega
트집을 잡아	-1	nega
트집을 잡으며	-1	nega
트집을 잡히어	-1	nega
트집이나	-1	nega
특권	2	posi
특별하다	1	posi
특별하지 아니하다	-1	nega
특별한	1	posi
특별한 마음가짐이나	1	posi
특별한 사랑과	1	posi
특별히 뛰어나다	1	posi
특이하다	1	posi
특이하여 우습게	-1	nega
특이하여 우습다	-1	nega
특출하게	1	posi
특출하게 뛰어나다	1	posi
튼튼하게	1	posi
튼튼하게 지탱하다	1	posi
튼튼하게 하다	1	posi
튼튼하다	1	posi
튼튼하여	1	posi
튼튼하지 못하고	-1	nega
튼튼하지 못하다	-1	nega
튼튼하지 못하여	-1	nega
튼튼히	1	posi
틀딱	-1	nega
틀딱충	-1	nega
틀리거나	-1	nega
틀리거나 그릇되게	-2	nega
틀리다	-1	nega
틀린	-1	nega
틀림이 없이	1	posi
틀어지게 하다	-1	nega
틀어지다	-1	nega
틀어진	-1	nega
틀어진 마음으로	-1	nega
티 없이	1	posi
티가 없다	1	posi
티격태격하는	-1	nega
티격태격하는 것을	-1	nega
파괴	-2	nega
파괴 행위	-2	nega
파괴되어	-1	nega
파괴되어 멸망되다	-1	nega
파괴되어 멸망함	-1	nega
파괴와	-1	nega
파괴하다	-1	nega
파괴하여	-1	nega
파괴하여 멸망시키다	-1	nega
파오후	-1	nega
파오후 쿰척쿰척	-1	nega
파울	-2	nega
파출하다	-1	nega
판단력을 잃다	-1	nega
판단이 정확하고	1	posi
판단하여 수긍하다	1	posi
판단하지 못하는	-1	nega
팔다리가 붓고	-1	nega
팔다리가 쑤시고	-1	nega
팔자 사나운	-2	nega
팔팔 뛰는	-1	nega
팔팔 뛰다	-1	nega
팔팔하다	1	posi
팔한 지옥의	-1	nega
패가망신한다는	-1	nega
패배	-1	nega
패배 따위의	-1	nega
패배를 거듭한다는	-1	nega
패배하다	-2	nega
패하고	-1	nega
패하고 난	-1	nega
패하다	-1	nega
팽개치다	-1	nega
퍼져서 흥하다	1	posi
퍽 옹골차고	1	posi
펄펄 뛰는	-1	nega
페널티	-2	nega
펴지 못하거나	-1	nega
펴지 못하게	-1	nega
펴지 못하는	-1	nega
펴지 못하다	-1	nega
펴지 못함	-1	nega
펴지지 못하고	-1	nega
편견	-2	nega
편두통	-2	nega
편리	2	posi
편리성	2	posi
편리하게	1	posi
편리하게 이용할	1	posi
편리하고	2	posi
편리하다	2	posi
편리하지 않은	-2	nega
편안	2	posi
편안하게	2	posi
편안하게 다스림	2	posi
편안하고	2	posi
편안하고 고요하게	2	posi
편안하고 고요함	2	posi
편안하고 조용한	2	posi
편안하고 한가하게	2	posi
편안하다	2	posi
편안하지 못하다	-2	nega
편안하지 못하여	-1	nega
편안하지 아니하게	-2	nega
편안하지 아니하다	-2	nega
편안하지 아니하여서	-1	nega
편안하지 아니함	-2	nega
편안하지 않다는	-2	nega
편안한	2	posi
편안한 느낌	2	posi
편안한 느낌이	2	posi
편안한 삶을	2	posi
편안한 세월	1	posi
편안히	2	posi
편안히 잔다는	2	posi
편안히 지냄을	2	posi
편안히 하다	2	posi
편애	-1	nega
편애하다	-1	nega
편치 못하고	-2	nega
편하게	2	posi
편하게 되다	2	posi
편하게 하다	2	posi
편하고	2	posi
편하고 순조롭게	2	posi
편하고 이로우며	2	posi
편하다	2	posi
편하지 못하다	-2	nega
편하지 못한	-2	nega
편하지 아니하고	-2	nega
편하지 아니하다	-2	nega
편하지 아니함	-2	nega
편하지 않고	-2	nega
편하지 않은	-2	nega
편하지 않음	-2	nega
편한	2	posi
편한 마음으로	2	posi
편히	2	posi
편히 가지다	2	posi
편히 가짐	2	posi
평등하다	1	posi
평등하다는	1	posi
평등한	1	posi
평등한 천성	1	posi
평등함을	1	posi
평안하다	2	posi
평안하여	2	posi
평안한	2	posi
평안한 마음으로	2	posi
평안함	2	posi
평안히	2	posi
평안히 지내다	2	posi
평안히 지냄	2	posi
평온	2	posi
평온무사	2	posi
평온무사하다	2	posi
평온하다	2	posi
평온하지 못하고	-2	nega
평온히	2	posi
평탄하다	2	posi
평화로운	2	posi
평화로운 상태가	2	posi
평화로움	2	posi
평화롭게	2	posi
평화롭게 지내자고	2	posi
평화롭다	2	posi
평화를	1	posi
평화를 주장하는	1	posi
폐가 상하여	-2	nega
폐결핵	-2	nega
폐렴	-2	nega
폐를 끼쳐서	-2	nega
폐를 끼쳤을	-2	nega
포괄적인 경험	1	posi
포근하게	1	posi
포근하게 따뜻이	1	posi
포근하고	1	posi
포근하고 아늑한	1	posi
포근하다	1	posi
포근한	1	posi
포근한 느낌	1	posi
포근한 모양	1	posi
포기	-1	nega
포기하고	-1	nega
포기하고 돌아보지	-1	nega
포기하다	-1	nega
포살되다	-1	nega
포악하다	-2	nega
포악하며	-1	nega
포악하며 드센	-1	nega
포악한	-1	nega
포악한 성격	-2	nega
포악한 성격을	-2	nega
포악한 성질	-1	nega
포학한	-1	nega
폭 주저앉다	-1	nega
폭군	-2	nega
폭군을	-2	nega
폭력	-2	nega
폭력으로	-1	nega
폭력을	-1	nega
폭력을 써서	-1	nega
폭력을 쓰면서	-1	nega
폭력적	-1	nega
폭발적이다	1	posi
폭이 넓고	1	posi
폭행	-1	nega
폭행이나	-1	nega
폭행이나 위협을	-1	nega
폭행하다	-1	nega
표리부동한	-1	nega
표리부동한 사람을	-1	nega
표정을 꾸며서	-1	nega
표정이 환하다	1	posi
표현이 진실하여	1	posi
푸근푸근히	1	posi
푸근하게	1	posi
푸근하게 부드럽고	1	posi
푸근하고	1	posi
푸근하고 흐뭇하게	1	posi
푸념을	-2	nega
푸지다	1	posi
푸짐하다	1	posi
푹 쓰러져	-1	nega
푹 주저앉는	-1	nega
풀기가 빠져	-1	nega
풀리어 거뜬하다	1	posi
풀리어 흐뭇하고	1	posi
풀리지 않다	-1	nega
풀리지 않아	-1	nega
풀어지지 아니하여서	-1	nega
풀이 꺾이거나	-1	nega
풀이 죽게	-1	nega
풀이 죽은	-1	nega
풀이 죽음	-1	nega
품격	1	posi
품격과 도리	1	posi
품격을	1	posi
품격을 갖추는	1	posi
품고 미워하다	-2	nega
품에 안다	1	posi
품위	1	posi
품위가 있거나	1	posi
품위가 있다	1	posi
품절남	1	posi
품절녀	1	posi
품질이 우수한	2	posi
품질이 좋고	2	posi
품질이 좋은	2	posi
품행이 단정하지 못하고	-2	nega
품행이 뛰어난	2	posi
품행이 천박하고	-1	nega
풍년이	2	posi
풍년이 들	2	posi
풍모가 있게	1	posi
풍미있는	1	posi
풍부하다	1	posi
풍성풍성히	1	posi
풍성하게	1	posi
풍성하고	1	posi
풍성하고 아름답게	2	posi
풍성하고 아름답다	2	posi
풍요로워지다	1	posi
풍요롭다	1	posi
풍자하였다	-2	nega
풍채가 훤하여	2	posi
풍치가 있고	2	posi
피가	-1	nega
피가 나고	-1	nega
피가 부족한	-1	nega
피가 섞인	-1	nega
피고름이	-1	nega
피곤을	-1	nega
피곤을 느끼는	-1	nega
피곤이나	-1	nega
피곤하거나	-1	nega
피곤하다	-1	nega
피곤함	-1	nega
피꺼솟	-2	nega
피난함	-1	nega
피눈물	-2	nega
피로	-1	nega
피로 따위가	-1	nega
피로감	-1	nega
피로를	-1	nega
피로를 느끼고	-1	nega
피로하여	-1	nega
피부병	-2	nega
피부병 증상	-2	nega
피부병을 앓아	-2	nega
피부염	-1	nega
피어나지 못하고	-1	nega
피핍하다	-1	nega
피하거나	-1	nega
피하거나 싫어하다	-2	nega
피하는	-1	nega
피하는 모양	-1	nega
피해	-1	nega
핀잔	-2	nega
핀잔 따위를	-2	nega
핀잔을	-2	nega
핀잔을 주거나	-2	nega
핀잔을 주는	-2	nega
필수	1	posi
필요 없이	-1	nega
필요가 없이	-1	nega
필요하거나 아쉽다	-1	nega
필요하고	1	posi
필요한 상태에	-1	nega
핏기가 없고	-1	nega
핏기가 없는	-1	nega
핏기가 없다	-1	nega
핏기가 없이	-1	nega
ㅎㅎ	1	posi
하기가 까다로워	-1	nega
하기가 어렵다	-1	nega
하기를	1	posi
하기를 바라는	1	posi
하기를 바람	1	posi
하나하나 어수선하게	-1	nega
하는 둥	-1	nega
하는 둥 마는 둥	-1	nega
하는 지경	-1	nega
하늘하늘하다	1	posi
하드캐리	2	posi
하등으로 깎아내리다	-1	nega
하릴없이 굶는	-1	nega
하소연이나	-2	nega
하소연하는	-2	nega
하소연하는 것	-2	nega
하소연하다	-2	nega
하잘것없다	-1	nega
하지 못하게	-1	nega
하지 못하고	-2	nega
하지 못하는	-2	nega
하지 못하다	-2	nega
하지 못하여	-2	nega
하지 아니하다	-1	nega
하지 않고	-1	nega
하지 않는	-1	nega
하지 않다	-1	nega
하찮게	-2	nega
하찮게 내버려지거나	-2	nega
하찮게 대하다	-2	nega
하찮게 대함	-2	nega
하찮게 여겨	-2	nega
하찮게 여기다	-2	nega
하찮고	-2	nega
하찮고 보잘것없다	-2	nega
하찮다	-2	nega
하찮은	-2	nega
하찮은 목숨	-2	nega
하찮은 사람	-2	nega
하찮은 사람들이	-2	nega
하찮은 사람이나	-2	nega
하찮은 일	-2	nega
하찮은 일로	-2	nega
하찮은 일에도	-2	nega
하찮은 일을	-2	nega
하찮은 처지에	-2	nega
학대받다	-1	nega
학대하는	-2	nega
학대하다	-1	nega
학문이	1	posi
학문이 뛰어난	2	posi
학식이 뛰어나	2	posi
학식이 많고	1	posi
학식이 아주 뛰어나고	2	posi
한가하게	1	posi
한가하게 지냄을	1	posi
한가하고	1	posi
한가하고 태평하게	1	posi
한결같다	1	posi
한결같은	2	posi
한결같은 사랑으로	2	posi
한결같이	1	posi
한결같이 부지런하고	2	posi
한계	-1	nega
한뜻	1	posi
한마디로 거절하거나	-1	nega
한마음	1	posi
한마음 한뜻	1	posi
한숨	-1	nega
한숨 따위를	-1	nega
한숨 쉬며	-1	nega
한숨을	-1	nega
한숨을 쉬거나	-1	nega
한숨을 쉬다	-1	nega
한숨을 쉬며	-1	nega
한숨을 쉼	-1	nega
한숨이나	-1	nega
한숨짓다	-1	nega
한스럽게	-2	nega
한스럽게 여기다	-2	nega
한스럽다	-2	nega
한심하다	-1	nega
한심한	-1	nega
한이 되는	-2	nega
한증	-1	nega
한쪽만을 치우치게	-1	nega
한쪽으로 귀엽게	1	posi
한쪽으로 기울어지거나	-1	nega
한창 왕성하다	1	posi
한탄	-2	nega
한탄스러울	-2	nega
